employee_number,age,tenure,turnover,hourly_rate,hours_weekly,compensation_type,job_role_area,gender,marital_status,num_companies_previously_worked,annual_professonal_dev_hrs,pay_check_method,text_message_optin,annual_salary,driving_commuter_distance,commute_distance_category
196,58,15,Yes,86.72,40,Salary,Healthcare,Female,Divorced,4,15.0,Mailed Check,Yes,280377.6,2.0,"(0.051, 95.9]"
197,30,7,No,30.8,40,Salary,Information Technology,Male,Married,3,21.0,Direct Deposit,Yes,64064.0,950.0,"(855.1, 950.0]"
198,39,4,No,30.8,40,Salary,Information Technology,Male,Married,1,15.0,Direct Deposit,Yes,64064.0,950.0,"(855.1, 950.0]"
199,38,7,Yes,86.23,40,Salary,Marketing,Female,Married,6,7.0,Direct Deposit,Yes,179358.4,53.0,"(0.051, 95.9]"
200,42,4,No,86.23,40,Salary,Marketing,Female,Married,7,14.0,Direct Deposit,Yes,179358.4,53.0,"(0.051, 95.9]"
201,30,1,No,28.33,40,Salary,Human Resources,Female,Single,3,12.0,Mailed Check,Yes,58635.2,70.0,"(0.051, 95.9]"
202,61,19,No,40.71,40,Salary,Sales,Female,Single,2,6.0,Mailed Check,Yes,84676.8,17.0,"(0.051, 95.9]"
203,30,6,No,28.63,40,Salary,Marketing,Female,Divorced,2,14.0,Mailed Check,Yes,59550.4,58.0,"(0.051, 95.9]"
204,41,2,No,94.94,40,Salary,Human Resources,Female,Single,6,16.0,Direct Deposit,Yes,337475.2,15.0,"(0.051, 95.9]"
205,56,6,No,36.39,40,Salary,Laboratory,Female,Married,1,15.0,Mailed Check,Yes,75691.2,64.0,"(0.051, 95.9]"
206,45,7,No,70.2,40,Salary,Marketing,Male,Married,2,10.0,Mailed Check,Yes,146016.0,250.0,"(190.8, 285.7]"
207,49,7,No,95.6,40,Salary,Research,Male,Married,2,15.0,Mailed Check,Yes,338848.0,42.0,"(0.051, 95.9]"
208,34,2,Yes,27.49,40,Salary,Laboratory,Male,Single,4,15.0,Mailed Check,Yes,57179.2,43.0,"(0.051, 95.9]"
209,38,10,Yes,88.71,40,Salary,Sales,Male,Single,1,12.0,Direct Deposit,Yes,284516.8,250.0,"(190.8, 285.7]"
210,61,9,Yes,90.68,40,Salary,Human Resources,Male,Married,4,15.0,Mailed Check,Yes,288614.4,51.0,"(0.051, 95.9]"
211,56,9,Yes,62.63,40,Salary,Healthcare,Female,Divorced,6,13.0,Direct Deposit,Yes,130270.4,250.0,"(190.8, 285.7]"
212,42,5,No,49.49,40,Salary,Research,Female,Single,5,13.0,Mailed Check,No,102939.2,33.0,"(0.051, 95.9]"
213,44,14,No,59.65,40,Salary,Marketing,Female,Divorced,4,19.0,Direct Deposit,Yes,124072.0,58.0,"(0.051, 95.9]"
214,36,9,No,56.51,40,Salary,Information Technology,Female,Married,6,21.0,Mailed Check,Yes,117540.8,42.0,"(0.051, 95.9]"
215,48,20,No,64.27,40,Salary,Sales,Female,Married,8,5.0,Mailed Check,Yes,133681.6,17.0,"(0.051, 95.9]"
216,34,6,Yes,29.97,40,Salary,Sales,Male,Married,4,20.0,Mailed Check,Yes,62337.6,89.0,"(0.051, 95.9]"
217,38,8,Yes,44.98,40,Salary,Marketing,Female,Single,3,15.0,Mailed Check,No,93558.4,74.0,"(0.051, 95.9]"
218,28,4,Yes,25.45,40,Salary,Laboratory,Female,Married,1,9.0,Mailed Check,Yes,52936.0,49.0,"(0.051, 95.9]"
219,55,5,No,61.57,40,Salary,Sales,Female,Married,1,21.0,Mailed Check,Yes,128065.6,250.0,"(190.8, 285.7]"
220,39,2,No,53.5,40,Salary,Marketing,Female,Divorced,2,8.0,Mailed Check,Yes,111280.0,81.0,"(0.051, 95.9]"
221,54,14,Yes,45.84,40,Salary,Healthcare,Male,Single,4,11.0,Mailed Check,No,95347.2,86.0,"(0.051, 95.9]"
222,30,5,No,23.25,40,Salary,Sales,Male,Single,1,15.0,Mailed Check,Yes,48360.0,84.0,"(0.051, 95.9]"
223,54,11,No,91.54,40,Salary,Sales,Male,Single,1,9.0,Mailed Check,No,330403.2,52.0,"(0.051, 95.9]"
224,38,3,Yes,86.01,40,Salary,Manufacturing,Female,Divorced,1,11.0,Direct Deposit,Yes,178900.8,250.0,"(190.8, 285.7]"
225,36,9,No,31.01,40,Salary,Manufacturing,Male,Divorced,4,5.0,Mailed Check,Yes,64500.8,42.0,"(0.051, 95.9]"
226,51,16,No,40.58,40,Salary,Information Technology,Female,Divorced,9,15.0,Mailed Check,Yes,84406.4,70.0,"(0.051, 95.9]"
227,41,9,No,97.12,40,Salary,Research,Prefer Not to Answer,Divorced,1,23.0,Direct Deposit,Yes,202009.6,42.0,"(0.051, 95.9]"
228,31,8,Yes,22.79,40,Salary,Healthcare,Male,Single,3,12.0,Mailed Check,Yes,47403.2,15.0,"(0.051, 95.9]"
229,50,9,No,60.97,40,Salary,Marketing,Female,Single,3,13.0,Mailed Check,No,126817.6,48.0,"(0.051, 95.9]"
230,32,5,Yes,28.29,40,Salary,Sales,Female,Married,2,15.0,Mailed Check,Yes,58843.2,12.0,"(0.051, 95.9]"
231,57,13,No,58.33,40,Salary,Information Technology,Male,Single,4,16.0,Mailed Check,No,121035.2,17.0,"(0.051, 95.9]"
232,48,9,No,92.37,40,Salary,Laboratory,Male,Divorced,2,15.0,Mailed Check,Yes,332129.6,250.0,"(190.8, 285.7]"
233,49,8,No,95.12,40,Salary,Sales,Female,Married,9,19.0,Mailed Check,Yes,337849.6,55.0,"(0.051, 95.9]"
234,40,4,No,31.33,40,Salary,Human Resources,Male,Single,9,15.0,Mailed Check,Yes,64875.2,45.0,"(0.051, 95.9]"
235,39,1,No,48.11,40,Salary,Research,Female,Divorced,3,16.0,Mailed Check,Yes,100068.8,68.0,"(0.051, 95.9]"
236,37,1,Yes,80.48,40,Salary,Research,Male,Single,2,22.0,Direct Deposit,No,167398.4,57.0,"(0.051, 95.9]"
237,39,7,Yes,36.68,40,Salary,Human Resources,Male,Married,4,15.0,Mailed Check,No,76294.4,22.0,"(0.051, 95.9]"
238,45,5,No,65.57,40,Salary,Healthcare,Female,Divorced,6,15.0,Direct Deposit,Yes,136385.6,44.0,"(0.051, 95.9]"
239,45,20,Yes,82.26,40,Salary,Manufacturing,Male,Single,1,9.0,Mailed Check,No,171100.8,62.0,"(0.051, 95.9]"
240,40,10,No,87.99,40,Salary,Manufacturing,Female,Married,4,15.0,Mailed Check,Yes,283033.2,17.0,"(0.051, 95.9]"
241,60,10,Yes,33.45,40,Salary,Manufacturing,Female,Divorced,3,15.0,Direct Deposit,No,69576.0,250.0,"(190.8, 285.7]"
242,40,1,No,75.97,40,Salary,Sales,Female,Divorced,4,10.0,Mailed Check,Yes,158017.6,12.0,"(0.051, 95.9]"
243,45,13,Yes,42.02,40,Salary,Healthcare,Male,Single,2,23.0,Direct Deposit,Yes,87401.6,77.0,"(0.051, 95.9]"
244,34,2,No,29.96,40,Salary,Research,Male,Divorced,5,13.0,Mailed Check,Yes,62316.8,50.0,"(0.051, 95.9]"
245,44,11,Yes,54.29,40,Salary,Laboratory,Female,Single,7,11.0,Direct Deposit,No,112923.2,10.0,"(0.051, 95.9]"
246,56,20,Yes,49.41,40,Salary,Laboratory,Male,Single,9,20.0,Mailed Check,No,102772.8,7.0,"(0.051, 95.9]"
247,58,10,No,82.7,40,Salary,Healthcare,Female,Single,7,8.0,Mailed Check,No,172016.0,20.0,"(0.051, 95.9]"
248,39,7,Yes,44.69,40,Salary,Sales,Male,Married,5,11.0,Mailed Check,Yes,92955.2,46.0,"(0.051, 95.9]"
249,39,4,Yes,96.08,40,Salary,Research,Female,Single,3,19.0,Mailed Check,No,339160.0,41.0,"(0.051, 95.9]"
250,58,18,No,86.4,40,Salary,Research,Female,Married,4,8.0,Mailed Check,Yes,179712.0,38.0,"(0.051, 95.9]"
251,54,6,No,60.2,40,Salary,Marketing,Male,Married,6,17.0,Mailed Check,Yes,125216.0,53.0,"(0.051, 95.9]"
252,31,6,Yes,25.79,40,Salary,Sales,Male,Married,2,8.0,Mailed Check,No,53643.2,21.0,"(0.051, 95.9]"
253,51,15,Yes,38.7,40,Salary,Laboratory,Male,Single,8,15.0,Mailed Check,Yes,80496.0,250.0,"(190.8, 285.7]"
254,36,1,Yes,33.84,40,Salary,Manufacturing,Male,Married,3,7.0,Direct Deposit,Yes,70387.2,85.0,"(0.051, 95.9]"
255,55,12,Yes,74.33,40,Salary,Healthcare,Male,Married,4,14.0,Mailed Check,Yes,154315.2,61.0,"(0.051, 95.9]"
256,36,5,No,26.09,40,Salary,Research,Female,Single,5,23.0,Mailed Check,Yes,54267.2,20.0,"(0.051, 95.9]"
257,56,14,Yes,33.25,40,Salary,Marketing,Female,Divorced,4,12.0,Mailed Check,No,40040.0,7.0,"(0.051, 95.9]"
258,53,13,Yes,50.59,40,Salary,Healthcare,Female,Divorced,7,18.0,Mailed Check,Yes,105227.2,60.0,"(0.051, 95.9]"
259,37,1,Yes,85.52,40,Salary,Healthcare,Male,Divorced,2,15.0,Mailed Check,Yes,177881.6,87.0,"(0.051, 95.9]"
260,38,8,No,51.69,40,Salary,Research,Female,Married,1,24.0,Direct Deposit,Yes,107515.2,42.0,"(0.051, 95.9]"
261,38,6,Yes,66.16,40,Salary,Marketing,Male,Single,5,5.0,Direct Deposit,No,137612.8,70.0,"(0.051, 95.9]"
262,33,2,Yes,24.17,40,Salary,Laboratory,Male,Divorced,2,16.0,Mailed Check,Yes,50273.6,80.0,"(0.051, 95.9]"
263,43,7,Yes,53.73,40,Salary,Laboratory,Female,Divorced,5,5.0,Direct Deposit,Yes,111758.4,42.0,"(0.051, 95.9]"
264,40,3,No,59.72,40,Salary,Healthcare,Female,Married,1,7.0,Mailed Check,Yes,124217.6,1.0,"(0.051, 95.9]"
265,39,1,Yes,29.74,40,Salary,Research,Male,Single,4,14.0,Mailed Check,Yes,62859.2,64.0,"(0.051, 95.9]"
266,39,2,Yes,43.64,40,Salary,Research,Female,Married,1,15.0,Mailed Check,Yes,90771.2,42.0,"(0.051, 95.9]"
267,45,20,Yes,65.38,40,Salary,Information Technology,Female,Married,3,22.0,Mailed Check,Yes,135990.4,20.0,"(0.051, 95.9]"
268,37,8,No,28.25,40,Salary,Marketing,Male,Single,1,15.0,Mailed Check,Yes,37960.0,65.0,"(0.051, 95.9]"
269,41,5,No,34.8,40,Salary,Marketing,Female,Divorced,3,18.0,Mailed Check,Yes,72384.0,17.0,"(0.051, 95.9]"
270,39,8,No,40.56,40,Salary,Sales,Male,Divorced,4,15.0,Mailed Check,Yes,84364.8,78.0,"(0.051, 95.9]"
271,24,1,No,17.39,40,Salary,Manufacturing,Male,Single,1,16.0,Mailed Check,Yes,36171.2,2.0,"(0.051, 95.9]"
272,48,10,Yes,33.85,40,Salary,Healthcare,Female,Single,1,18.0,Mailed Check,Yes,70408.0,250.0,"(190.8, 285.7]"
273,39,1,Yes,30.52,40,Salary,Laboratory,Male,Married,4,22.0,Mailed Check,Yes,63481.6,42.0,"(0.051, 95.9]"
274,60,13,No,43.28,40,Salary,Manufacturing,Female,Single,2,12.0,Mailed Check,Yes,89814.4,50.0,"(0.051, 95.9]"
275,43,8,Yes,80.75,40,Salary,Research,Female,Single,6,12.0,Mailed Check,No,167960.0,89.0,"(0.051, 95.9]"
276,44,14,No,33.29,40,Salary,Sales,Male,Divorced,1,18.0,Direct Deposit,No,40123.2,66.0,"(0.051, 95.9]"
277,25,2,No,21.59,40,Salary,Sales,Female,Married,2,8.0,Direct Deposit,Yes,44907.2,87.0,"(0.051, 95.9]"
278,27,6,Yes,21.26,40,Salary,Research,Female,Single,2,20.0,Mailed Check,Yes,44220.8,7.0,"(0.051, 95.9]"
279,37,1,Yes,26.0,40,Salary,Research,Female,Single,4,21.0,Mailed Check,Yes,54080.0,36.0,"(0.051, 95.9]"
280,47,5,No,75.05,40,Salary,Sales,Female,Single,6,20.0,Mailed Check,Yes,156104.0,51.0,"(0.051, 95.9]"
281,60,12,Yes,39.14,40,Salary,Sales,Female,Divorced,8,8.0,Mailed Check,Yes,81411.2,66.0,"(0.051, 95.9]"
282,58,8,No,34.45,40,Salary,Laboratory,Female,Single,1,8.0,Mailed Check,Yes,71656.0,2.0,"(0.051, 95.9]"
283,42,6,Yes,70.14,40,Salary,Sales,Male,Divorced,9,18.0,Direct Deposit,Yes,145891.2,53.0,"(0.051, 95.9]"
284,35,8,Yes,23.32,40,Salary,Manufacturing,Female,Single,2,14.0,Mailed Check,Yes,48505.6,69.0,"(0.051, 95.9]"
285,50,9,No,32.98,40,Salary,Information Technology,Male,Divorced,1,12.0,Direct Deposit,Yes,68598.4,42.0,"(0.051, 95.9]"
286,61,12,No,33.48,40,Salary,Sales,Female,Divorced,6,22.0,Mailed Check,Yes,40528.4,42.0,"(0.051, 95.9]"
287,43,3,No,47.45,40,Salary,Human Resources,Female,Married,3,13.0,Direct Deposit,Yes,98696.0,7.0,"(0.051, 95.9]"
288,30,6,Yes,25.63,40,Salary,Information Technology,Female,Married,2,25.0,Mailed Check,Yes,53310.4,250.0,"(190.8, 285.7]"
289,55,8,No,53.38,40,Salary,Marketing,Male,Single,6,19.0,Mailed Check,Yes,111030.4,67.0,"(0.051, 95.9]"
290,53,18,Yes,96.79,40,Salary,Laboratory,Female,Married,4,24.0,Direct Deposit,Yes,201323.2,74.0,"(0.051, 95.9]"
291,34,4,Yes,25.83,40,Salary,Laboratory,Male,Married,6,13.0,Mailed Check,Yes,53726.4,250.0,"(190.8, 285.7]"
292,32,2,Yes,22.73,40,Salary,Healthcare,Male,Married,3,11.0,Mailed Check,Yes,47278.4,42.0,"(0.051, 95.9]"
293,41,10,Yes,87.69,40,Salary,Sales,Female,Single,1,14.0,Mailed Check,Yes,282395.2,42.0,"(0.051, 95.9]"
294,54,15,Yes,51.63,40,Salary,Sales,Female,Single,8,15.0,Mailed Check,Yes,107390.4,64.0,"(0.051, 95.9]"
295,34,4,No,26.35,40,Salary,Sales,Male,Divorced,6,9.0,Mailed Check,Yes,54808.0,250.0,"(190.8, 285.7]"
296,47,5,No,96.24,40,Salary,Laboratory,Female,Single,3,16.0,Mailed Check,Yes,200179.2,25.0,"(0.051, 95.9]"
297,53,19,Yes,90.36,40,Salary,Manufacturing,Male,Married,2,15.0,Direct Deposit,Yes,287948.8,42.0,"(0.051, 95.9]"
298,48,12,Yes,91.8,40,Salary,Research,Female,Married,2,22.0,Mailed Check,Yes,330944.0,1.0,"(0.051, 95.9]"
299,57,11,Yes,91.22,40,Salary,Sales,Female,Single,7,9.0,Direct Deposit,Yes,289737.6,80.0,"(0.051, 95.9]"
300,61,19,No,33.88,40,Salary,Research,Male,Married,8,21.0,Mailed Check,Yes,70470.4,85.0,"(0.051, 95.9]"
301,41,1,No,40.0,40,Salary,Sales,Male,Married,3,15.0,Mailed Check,Yes,83200.0,52.0,"(0.051, 95.9]"
302,36,5,Yes,97.02,40,Salary,Laboratory,Male,Single,2,7.0,Direct Deposit,Yes,202801.6,250.0,"(190.8, 285.7]"
303,45,10,Yes,40.86,40,Salary,Information Technology,Female,Single,4,20.0,Mailed Check,Yes,84988.8,22.0,"(0.051, 95.9]"
304,48,14,Yes,61.75,40,Salary,Information Technology,Male,Married,3,13.0,Mailed Check,Yes,128440.0,54.0,"(0.051, 95.9]"
305,53,12,No,97.96,40,Salary,Sales,Female,Married,1,24.0,Direct Deposit,Yes,203756.8,31.0,"(0.051, 95.9]"
306,53,9,No,42.78,40,Salary,Manufacturing,Female,Married,4,8.0,Direct Deposit,Yes,88982.4,250.0,"(190.8, 285.7]"
307,49,7,No,72.03,40,Salary,Research,Female,Single,6,15.0,Mailed Check,Yes,149822.4,8.0,"(0.051, 95.9]"
308,34,4,No,29.21,40,Salary,Marketing,Female,Single,3,21.0,Mailed Check,Yes,59396.8,4.0,"(0.051, 95.9]"
309,47,12,Yes,45.78,40,Salary,Human Resources,Female,Married,5,15.0,Direct Deposit,Yes,95222.4,42.0,"(0.051, 95.9]"
310,54,8,No,89.66,40,Salary,Sales,Male,Divorced,1,25.0,Mailed Check,Yes,286492.8,64.0,"(0.051, 95.9]"
311,33,8,No,22.96,40,Salary,Sales,Male,Single,3,9.0,Mailed Check,Yes,47756.8,37.0,"(0.051, 95.9]"
312,38,3,Yes,30.5,40,Salary,Laboratory,Female,Single,2,13.0,Mailed Check,Yes,63440.0,250.0,"(190.8, 285.7]"
313,57,5,No,57.51,40,Salary,Manufacturing,Male,Married,4,8.0,Mailed Check,Yes,133620.8,77.0,"(0.051, 95.9]"
314,39,6,No,65.74,40,Salary,Research,Female,Divorced,2,15.0,Mailed Check,Yes,136739.2,89.0,"(0.051, 95.9]"
315,54,17,Yes,43.63,40,Salary,Healthcare,Male,Divorced,2,12.0,Mailed Check,Yes,90750.4,32.0,"(0.051, 95.9]"
316,44,17,Yes,64.13,40,Salary,Marketing,Female,Divorced,3,8.0,Direct Deposit,Yes,133390.4,61.0,"(0.051, 95.9]"
317,49,18,Yes,60.48,40,Salary,Laboratory,Male,Single,1,5.0,Mailed Check,Yes,125798.4,250.0,"(190.8, 285.7]"
318,43,4,No,69.47,40,Salary,Manufacturing,Female,Divorced,5,9.0,Mailed Check,Yes,144497.6,41.0,"(0.051, 95.9]"
319,61,14,No,60.17,40,Salary,Human Resources,Female,Single,1,7.0,Mailed Check,Yes,125153.6,10.0,"(0.051, 95.9]"
320,46,7,Yes,34.23,40,Salary,Marketing,Male,Single,4,13.0,Direct Deposit,Yes,71338.4,50.0,"(0.051, 95.9]"
321,45,18,Yes,33.17,40,Salary,Research,Female,Single,4,16.0,Direct Deposit,Yes,68993.6,83.0,"(0.051, 95.9]"
322,42,5,No,45.93,40,Salary,Research,Male,Single,8,15.0,Mailed Check,Yes,95534.4,250.0,"(190.8, 285.7]"
323,40,5,No,28.83,40,Salary,Sales,Female,Divorced,2,15.0,Mailed Check,Yes,39166.4,80.0,"(0.051, 95.9]"
324,53,5,No,77.9,40,Salary,Marketing,Female,Single,7,7.0,Mailed Check,Yes,162032.0,83.0,"(0.051, 95.9]"
325,56,9,Yes,67.64,40,Salary,Marketing,Female,Married,9,21.0,Mailed Check,Yes,140691.2,26.0,"(0.051, 95.9]"
326,47,8,No,67.65,40,Salary,Research,Female,Divorced,1,18.0,Direct Deposit,Yes,140712.0,28.0,"(0.051, 95.9]"
327,37,4,Yes,76.33,40,Salary,Marketing,Female,Divorced,6,23.0,Direct Deposit,Yes,158766.4,85.0,"(0.051, 95.9]"
328,53,6,No,63.36,40,Salary,Sales,Female,Married,7,22.0,Mailed Check,Yes,131788.8,14.0,"(0.051, 95.9]"
329,37,6,Yes,30.24,40,Salary,Manufacturing,Male,Married,3,15.0,Direct Deposit,Yes,62899.2,37.0,"(0.051, 95.9]"
330,45,13,Yes,51.44,40,Salary,Manufacturing,Male,Married,5,22.0,Mailed Check,Yes,106995.2,84.0,"(0.051, 95.9]"
331,47,7,Yes,39.36,40,Salary,Sales,Male,Divorced,3,15.0,Mailed Check,Yes,82868.8,80.0,"(0.051, 95.9]"
332,61,12,No,50.01,40,Salary,Laboratory,Female,Single,6,22.0,Mailed Check,Yes,104020.8,22.0,"(0.051, 95.9]"
333,38,4,Yes,33.37,40,Salary,Research,Female,Single,5,15.0,Mailed Check,Yes,40289.6,42.0,"(0.051, 95.9]"
334,38,3,No,26.45,40,Salary,Marketing,Female,Divorced,6,13.0,Mailed Check,Yes,55016.0,42.0,"(0.051, 95.9]"
335,50,5,No,47.82,40,Salary,Sales,Male,Single,4,15.0,Mailed Check,Yes,99465.6,48.0,"(0.051, 95.9]"
336,53,5,No,44.7,40,Salary,Research,Female,Single,2,23.0,Mailed Check,Yes,92976.0,27.0,"(0.051, 95.9]"
337,46,15,No,45.01,40,Salary,Research,Female,Divorced,6,20.0,Direct Deposit,Yes,93620.8,9.0,"(0.051, 95.9]"
338,60,12,No,33.05,40,Salary,Information Technology,Male,Married,6,15.0,Direct Deposit,Yes,68744.0,53.0,"(0.051, 95.9]"
339,59,11,Yes,59.43,40,Salary,Sales,Male,Married,5,15.0,Direct Deposit,Yes,123614.4,31.0,"(0.051, 95.9]"
340,48,17,Yes,84.64,40,Salary,Healthcare,Female,Married,8,15.0,Mailed Check,Yes,176051.2,35.0,"(0.051, 95.9]"
341,45,11,Yes,55.88,40,Salary,Healthcare,Male,Divorced,3,8.0,Mailed Check,Yes,116230.4,25.0,"(0.051, 95.9]"
342,38,6,No,74.27,40,Salary,Information Technology,Female,Single,3,20.0,Mailed Check,Yes,154481.6,73.0,"(0.051, 95.9]"
343,48,6,Yes,83.34,40,Salary,Healthcare,Female,Single,9,15.0,Mailed Check,No,173347.2,45.0,"(0.051, 95.9]"
344,38,9,No,51.8,40,Salary,Research,Female,Single,6,10.0,Mailed Check,No,107744.0,52.0,"(0.051, 95.9]"
345,56,6,Yes,71.36,40,Salary,Laboratory,Female,Divorced,7,16.0,Mailed Check,Yes,148428.8,42.0,"(0.051, 95.9]"
346,38,2,No,34.43,40,Salary,Information Technology,Male,Divorced,4,19.0,Mailed Check,Yes,71614.4,250.0,"(190.8, 285.7]"
347,47,19,Yes,87.08,40,Salary,Sales,Female,Divorced,3,14.0,Direct Deposit,Yes,281126.4,250.0,"(190.8, 285.7]"
348,56,15,Yes,69.06,40,Salary,Research,Female,Divorced,9,10.0,Mailed Check,Yes,143644.8,42.0,"(0.051, 95.9]"
349,42,1,Yes,72.33,40,Salary,Healthcare,Female,Single,4,17.0,Direct Deposit,No,150446.4,42.0,"(0.051, 95.9]"
350,49,14,No,34.28,40,Salary,Information Technology,Female,Divorced,7,10.0,Mailed Check,No,71302.4,25.0,"(0.051, 95.9]"
351,47,6,Yes,59.22,40,Salary,Manufacturing,Male,Divorced,4,13.0,Mailed Check,Yes,123177.6,89.0,"(0.051, 95.9]"
352,56,15,Yes,31.89,40,Salary,Healthcare,Female,Married,4,22.0,Mailed Check,Yes,66331.2,42.0,"(0.051, 95.9]"
353,36,2,Yes,83.88,40,Salary,Healthcare,Male,Married,2,12.0,Mailed Check,Yes,174470.4,42.0,"(0.051, 95.9]"
354,47,5,No,37.2,40,Salary,Research,Female,Single,2,23.0,Mailed Check,Yes,77376.0,250.0,"(190.8, 285.7]"
355,39,10,Yes,27.1,40,Salary,Research,Female,Married,6,20.0,Mailed Check,Yes,56368.0,10.0,"(0.051, 95.9]"
356,34,4,Yes,25.48,40,Salary,Healthcare,Male,Single,1,15.0,Direct Deposit,Yes,52998.4,5.0,"(0.051, 95.9]"
357,48,9,No,50.56,40,Salary,Healthcare,Female,Married,8,21.0,Mailed Check,Yes,105164.8,250.0,"(190.8, 285.7]"
358,34,6,No,24.34,40,Salary,Information Technology,Female,Married,5,15.0,Mailed Check,No,50627.2,42.0,"(0.051, 95.9]"
359,52,19,No,83.21,40,Salary,Manufacturing,Female,Married,3,11.0,Mailed Check,Yes,173076.8,21.0,"(0.051, 95.9]"
360,44,17,No,62.04,40,Salary,Research,Male,Divorced,8,25.0,Mailed Check,Yes,129043.2,73.0,"(0.051, 95.9]"
361,58,10,No,68.02,40,Salary,Sales,Female,Divorced,7,15.0,Mailed Check,Yes,141481.6,81.0,"(0.051, 95.9]"
362,27,1,No,17.48,40,Salary,Laboratory,Male,Divorced,1,23.0,Mailed Check,Yes,36358.4,53.0,"(0.051, 95.9]"
363,58,8,Yes,60.4,40,Salary,Research,Male,Single,6,15.0,Mailed Check,No,125632.0,76.0,"(0.051, 95.9]"
364,51,11,No,33.14,40,Salary,Research,Female,Single,3,15.0,Mailed Check,Yes,39811.2,79.0,"(0.051, 95.9]"
365,41,5,No,45.88,40,Salary,Research,Female,Married,9,18.0,Direct Deposit,Yes,95430.4,33.0,"(0.051, 95.9]"
366,47,11,No,56.56,40,Salary,Marketing,Male,Married,6,16.0,Mailed Check,Yes,117644.8,64.0,"(0.051, 95.9]"
367,38,7,No,90.69,40,Salary,Sales,Female,Single,2,9.0,Direct Deposit,No,288635.2,65.0,"(0.051, 95.9]"
368,58,13,Yes,32.08,40,Salary,Human Resources,Female,Single,9,11.0,Mailed Check,Yes,66726.4,15.0,"(0.051, 95.9]"
369,50,16,Yes,47.48,40,Salary,Manufacturing,Male,Single,9,15.0,Mailed Check,No,98758.4,27.0,"(0.051, 95.9]"
370,60,12,Yes,41.48,40,Salary,Manufacturing,Female,Married,4,20.0,Mailed Check,Yes,86278.4,35.0,"(0.051, 95.9]"
371,58,10,No,65.79,40,Salary,Research,Female,Married,7,15.0,Mailed Check,Yes,136843.2,46.0,"(0.051, 95.9]"
372,39,8,Yes,37.82,40,Salary,Sales,Female,Married,3,12.0,Mailed Check,Yes,78665.6,25.0,"(0.051, 95.9]"
373,46,18,Yes,51.02,40,Salary,Manufacturing,Male,Single,2,10.0,Direct Deposit,No,106121.6,54.0,"(0.051, 95.9]"
374,50,11,Yes,41.88,40,Salary,Research,Male,Married,8,17.0,Mailed Check,Yes,87110.4,62.0,"(0.051, 95.9]"
375,44,9,Yes,44.37,40,Salary,Research,Female,Single,4,7.0,Mailed Check,No,92289.6,77.0,"(0.051, 95.9]"
376,34,7,Yes,23.24,40,Salary,Marketing,Male,Married,2,24.0,Mailed Check,Yes,48339.2,17.0,"(0.051, 95.9]"
377,32,3,Yes,27.09,40,Salary,Human Resources,Male,Single,2,17.0,Mailed Check,Yes,56347.2,24.0,"(0.051, 95.9]"
378,30,2,No,29.88,40,Salary,Healthcare,Female,Single,1,16.0,Mailed Check,Yes,62150.4,33.0,"(0.051, 95.9]"
379,51,17,No,44.95,40,Salary,Manufacturing,Male,Divorced,8,5.0,Direct Deposit,Yes,93496.0,10.0,"(0.051, 95.9]"
380,42,9,No,60.99,40,Salary,Information Technology,Male,Single,4,23.0,Mailed Check,No,126859.2,37.0,"(0.051, 95.9]"
381,51,13,Yes,85.86,40,Salary,Manufacturing,Male,Married,2,25.0,Mailed Check,Yes,178588.8,31.0,"(0.051, 95.9]"
382,44,18,No,44.08,40,Salary,Manufacturing,Male,Single,8,17.0,Direct Deposit,No,91686.4,42.0,"(0.051, 95.9]"
383,56,13,Yes,46.37,40,Salary,Information Technology,Male,Single,5,9.0,Mailed Check,Yes,96449.6,42.0,"(0.051, 95.9]"
384,58,17,Yes,76.24,40,Salary,Marketing,Male,Single,3,17.0,Mailed Check,Yes,158579.2,46.0,"(0.051, 95.9]"
385,47,14,No,59.66,40,Salary,Laboratory,Female,Divorced,1,15.0,Direct Deposit,No,124092.8,9.0,"(0.051, 95.9]"
386,43,2,No,33.17,40,Salary,Laboratory,Female,Divorced,4,17.0,Mailed Check,Yes,68993.6,44.0,"(0.051, 95.9]"
387,58,12,No,58.2,40,Salary,Information Technology,Female,Divorced,7,21.0,Mailed Check,Yes,121056.0,2.0,"(0.051, 95.9]"
388,31,6,No,26.64,40,Salary,Laboratory,Female,Divorced,2,15.0,Mailed Check,Yes,55411.2,26.0,"(0.051, 95.9]"
389,43,7,Yes,34.64,40,Salary,Information Technology,Female,Divorced,4,16.0,Mailed Check,Yes,72051.2,250.0,"(190.8, 285.7]"
390,35,9,Yes,28.91,40,Salary,Sales,Female,Married,5,16.0,Direct Deposit,Yes,60132.8,250.0,"(190.8, 285.7]"
391,50,14,Yes,94.23,40,Salary,Research,Female,Married,1,24.0,Mailed Check,No,335998.4,78.0,"(0.051, 95.9]"
392,47,5,No,48.9,40,Salary,Healthcare,Female,Married,4,8.0,Direct Deposit,Yes,101712.0,250.0,"(190.8, 285.7]"
393,36,10,Yes,61.46,40,Salary,Information Technology,Male,Single,5,24.0,Mailed Check,No,127836.8,250.0,"(190.8, 285.7]"
394,39,3,Yes,85.56,40,Salary,Marketing,Male,Married,6,24.0,Direct Deposit,Yes,177964.8,25.0,"(0.051, 95.9]"
